chapter_id,title_en,title_jp,title_romaji,arc,volume,viz_release_date,wsj_release_date_jp,wsj_issue,pages,summary_short_paraphrase,beats_predicate,characters_core,locations_core,threads_opened,threads_closed,source_url,source_attribution_title,source_attribution_author,source_license
735,Fujitora's Plan,藤虎の思惑,,,74,,"January 27, 2014",2014 Issue 9,19,"In the Colosseum, Rebecca finds Lucy to tell him she is in the finals too, but notices that Lucy is different than she remembers. Diamante is also announced to be fighting in the next match. Meanwhile, at the palace, Viola shows Luffy 's group a secret emergency lift that was kept hidden even from Doflamingo.",[],"['Rebecca', 'Viola', 'Luffy', 'Doflamingo', 'Franky', 'Machvise', 'Marines', 'Fujitora', 'Shichibukai', 'Mera Mera no Mi']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_735,Chapter 735 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
736,Supreme Officer Diamante,最高幹部ディアマンテ,,,74,,"February 3, 2014",2014 Issue 10,19,"As the four winners of the respective block battle royale and Diamante have entered the ring, a trio of gladiators from Block D rush to attack Rebecca not accepting that they lost the fight, but Diamante intervenes and easily knocks them away, revealing his devil fruit power to everyone. He also reveals a new obstacle, one of the new boss class fighting fish is guarding the prize and the goal is to steal it while everyone is at each other throats. With the sound of the gong, the battle for the Mera Mera no Mi begins.",[],"['Diamante', 'Rebecca', 'devil fruit power', 'Mera Mera no Mi', 'Luffy', 'Doflamingo', 'Lucy', ""Kin'emon"", 'Pica', 'Lao G', 'Thunder Soldier']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_736,Chapter 736 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
737,Officer's Tower,幹部塔,,,74,,"February 10, 2014",2014 Issue 11,19,"At Doflamingos group stood before Pica. Viola explained that Pica ate the Ishi Ishi no Mi, allowing him to assimilate stone. Pica reached into the surrounding walls, taking control of them and smashing them together, in an attempt to crush the group.",[],"['Luffy', 'Pica', 'Viola', 'Ishi Ishi no Mi', 'Colosseum', 'Jesus Burgess', 'fighting fish', 'prize', 'Lucy', 'Diamante', 'Trebol', 'Sugar']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_737,Chapter 737 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
738,"Trebol Army, Special Officer Sugar",トレーボル軍 特別幹部シュガー,,,74,,"February 24, 2014",2014 Issue 13,19,"Leo prepares to plant the Tatababasco grape in Sugar 's bowl, but is stopped by Robin after she sees how dangerous Trebol is. In the SMILE Factory, the enslaved dwarves are seen attempting to cultivate SMILEs under harsh conditions. An overseer punishes them for producing failures, and motivates them with the lie that the fruits are necessary to cure Princess Mansherry.",[],"['Leo', 'Sugar', 'Robin', 'Trebol', 'SMILE Factory', 'dwarves', 'SMILEs', 'Princess Mansherry', 'Bian', 'toys', 'ability']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_738,Chapter 738 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
739,Captain,隊長,,,74,,"March 3, 2014",2014 Issue 14,19,"The destruction caused by Trebol was enough to bring the attempted attack on Sugar to a stop as the dwarves were rounded up and interrogated. The dwarves however were betrayed by their naivety and revealed Usoland to them, allowing Trebol to ignite the slime they were caught in. Leo survives and lands near Usopp and Robin who evaded capture.",[],[],[],[],[],https://onepiece.fandom.com/wiki/Chapter_739,Chapter 739 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
740,It's in Your Hands!!!,頼む!!!,,,74,,"March 10, 2014",2014 Issue 15,19,"Zoro is locked in a duel with Pica allowing Luffy and Violet to escape the colossus and reach the higher floor where Luffy manages to save Thunder Soldier from Gladius who caught the toy and nearly blew his head off. Gladiusemon returns and disguises himself as Doflamingo, fooling Gladius and finding information on the location of Kanjuro who somehow escaped imprisonment. At the base of the plateau, Franky singlehandedly fights off the marines in order to buy Usopp some time in defeating Sugar.",[],['Thunder Soldier'],[],[],[],https://onepiece.fandom.com/wiki/Chapter_740,Chapter 740 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
741,Usoland the Liar,うそつきウソランド,,,74,,"March 17, 2014",2014 Issue 16,19,"Usopp decides to flee from the factory, but changes his mind after the dwarves told Trebol how much faith they had in their . Meanwhile, Thunder Soldier reflects on his life as Kyros.",[],"['Usopp', 'Trebol', 'Kyros']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_741,Chapter 741 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
742,Ever at Your Side,いつでもキミのそばにいる,,,74,,"March 31, 2014",2014 Issue 18,19,"Kyross attacks are weakening the Colosseums mother right in her face, leaving her vulnerable and in shock. Franky lies defeated by the Doflamingo family and is calling for Usopp in his head to save the day. Down at the hidden harbor, all the toys are silently rooting for Usopp to succeed but he is shown to be unconscious.",[],['Tatababasco'],[],[],[],https://onepiece.fandom.com/wiki/Chapter_742,Chapter 742 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
743,Dressrosa Trembles,激震のドレスローザ,,,75,,"April 7, 2014",2014 Issue 19,19,"Sugar 's defeat starts a chain reaction of chaos and anarchy all over Dressrosa as all the toys are returning to normal, which in turn restore the memories of their existence to their loved ones which had been previously lost due to being transformed. Many of the former toys turn out to be an assortment of people and animals that have lost to or crossed Doflamingo in the past. The dwarves are grateful to Usopp who is barely conscious from his ordeal.",[],"['Sugar', 'Dressrosa', 'toys', 'Doflamingo', 'dwarves', 'Usopp', 'Kyros', 'King Riku', 'Pica', 'Colosseum', 'Sabo', 'Koala']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_743,Chapter 743 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
744,Revolutionary Army Chief of Staff,革命軍参謀総長,,,75,,"April 14, 2014",2014 Issue 20,19,"During the confusion within the arena, Sabo grabs the Mera Mera no Mi and eats it, before using his new powers to break into the harbor while bringing Rebecca to safety. Once out of the way, he reveals himself as the second in command of the revolutionary army along with his comrades, Koala and Hack, and their mission is to find and destroy the weapons factory hidden here. In the underground port, Usopp is seen by the trapped pirates and gladiators as a saint who rescued them from their terrible fate, and he manages to enlist them in the destruction of the weapon factory.",[],"['Sabo', 'Mera Mera no Mi', 'Rebecca', 'revolutionary', 'Koala', 'Hack', 'Usopp', 'Kyros', 'Doflamingo', 'Luffy', 'Viola', 'Law']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_744,Chapter 744 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
745,The Birdcage,鳥カゴ,,,75,,"April 28, 2014",2014 Issue 22-23,19,"The SMILE Factory is protected by the combined force of Trebol and Diamante from the ex-toys, while Robin and Usopp meet Sabo s treachery gets out. Everywhere on Dressrosa, the island inhabitants began to attack each other, while the Palace and the SMILE factory are lifted above the ground on top of the hills, Doflamingo then announces to the panicking public his ultimatum: kill the targets or die trying.",[],"['SMILE Factory', 'Trebol', 'Diamante', 'Robin', 'Usopp', 'Sabo', 'Zoro', 'Pica', 'Doflamingo', 'Kyros', 'Luffy', 'Shichibukai']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_745,Chapter 745 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
746,Stars,星,,,75,,"May 12, 2014",2014 Issue 24,19,"As citizens and Marines are forced to attack each other in the streets of Dressrosa, Doflamingo reveals to the island a hit list on the Straw Hat Pirates and their allies, surprisingly with Usopp having the highest reward. Robin, Usopp, Sabo, Koala and Hack head for the SMILE Factory while Bartolomeo holds off the freed toys, and Kins rage will fall on them instead. Luffy ignores this, saying that if they don't stop him now the island will suffer.",[],"['Marines', 'Dressrosa', 'Doflamingo', 'Straw Hat Pirates', 'Usopp', 'Robin', 'Sabo', 'Koala', 'Hack', 'SMILE Factory', 'Bartolomeo', 'toys']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_746,Chapter 746 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
747,Supreme Officer Pica,最高幹部ピーカ,,,75,,"May 19, 2014",2014 Issue 25,19,"Vice Admiral Maynard regroups with his superiors and is able to share his intel on the misdeeds of Doflamingo but Admiral Fujitora forbids him from arresting the Shichibukai since he is untouchable. At the royal palace's new location, Doflamingo is discussing with his officers on dealing with the Marines, but Pica speaks up, insisting on dealing with them and the escaped pirates by himself. At the toy house, Franky eluded the officers and is charging toward the SMILE Factory.",[],"['Vice Admiral', 'Maynard', 'Doflamingo', 'Admiral', 'Fujitora', 'Shichibukai', 'Marines', 'Pica', 'Franky', 'SMILE Factory', 'Luffy', 'Zoro']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_747,Chapter 747 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
748,Repaying the Debt,おれの恩返し,,,75,,"May 26, 2014",2014 Issue 26,17,"Luffy s corpse or lack thereof since there was no trace of him after Pica's attack, but they were suddenly attacked by a charging band of infamous fighters with Luffy leading the charge. Pica tries to stop them but gets his stone hand shattered by the combined strength of Chinjao and Elizabello II.",[],"['Luffy', 'Pica', 'his fist', 'Cavendish', 'Doflamingo', 'Usopp', 'Chinjao', 'Elizabello II']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_748,Chapter 748 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
749,"Onward, Gallery of Rogues!!",すすめ!! 曲者軍団,,,75,,"June 2, 2014",2014 Issue 27,17,"After Pica s head off with a Grizzly Magnum. Pica was then revealed to be controlling the colossus from within, and prepares to cut Luffy down with a huge sword, but Zoro intercepts it and stays behind to duel Pica while Luffy races toward Doflamingos brother.",[],"['Pica', 'Chinjao', 'Elizabello II', 'Colosseum', 'Doflamingo', 'Luffy', 'Ucy', 'grew his arm back', 'Grizzly Magnum', 'Zoro', 'Law', 'Corazon']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_749,Chapter 749 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
750,Flash Points,戦局,,,75,,"June 23, 2014",2014 Issue 30,19,"As the army of Corrida fighters try to reach the top, The Donquixote Family views that the battle is spread throughout the whole kingdom. Robins location and plan their next plan. Rebecca and Bartolomeo offer to give Laws and Leos group reaches the first level of the castle while the Marines and Fujitora are held off by Sabo.",[],"['Viola', 'Rebecca', 'Bartolomeo']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_750,Chapter 750 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
751,Sabo vs. Admiral Fujitora,サボ vs. 大将藤虎,,,75,,"June 30, 2014",2014 Issue 31,17,"Bastille warns his men to back off as he faces Sabo, whose martial skills are more than a match for the marines and the Vice-Admiral. Issho provided support by calling down a meteorite but forgot about the birdcage and the resulting damage was wider than expected. Sabo then walks out of the fire, having defeated Bastille and ready to fight Issho.",[],"['Bastille', 'Sabo', 'marines', 'Vice-Admiral', 'Issho', 'Luffy', 'Ucy', 'colosseum fighters', 'Doflamingo', 'Funk', 'brothers', 'Law']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_751,Chapter 751 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
752,Palm,掌,,,75,,"July 7, 2014",2014 Issue 32,17,Doflamingo 's ambush for Luffy and Law is cut short when he is skewered by Abdullah and Jeet only to be exposed as another string clone. The two captains then learn how Kelly Funk betrayed them only to be betrayed by Doflamingo in return. Luffy then decides to make his own shortcut by punching a hole in the roof and carrying Law while leaving Ucy with the two bounty hunters.,[],"['Doflamingo', 'Luffy', 'Law', 'Abdullah', 'Jeet', 'Kelly Funk', 'Ucy', 'Bartolomeo', 'Robin', 'Rebecca', 'Leo', 'SMILE Factory']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_752,Chapter 752 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
753,Battle,戦,,,76,,"July 19, 2014",2014 Issue 34,17,"Bellamy shows up at the top of the palace, demanding an answer from Doflamingo about the orders to kill him. Doflamingo laughs it off and tells him that their goals are different; he is fine with anything as long as it allows him to destroy the world. Meanwhile, in the palace officers have now joined the fight against the colosseum fighters, who struggle against the officers Ito Ito no Mi powers from doing any further harm to other civilians, and forming a plan to stop Doflamingos party, and they arrive at the battle taking place in the palaces party, the colosseum fighters have come together and are now fighting better against the Donquixote Pirates.",[],"['Bellamy', 'Doflamingo', 'Donquixote Pirates', 'colosseum fighters', 'Sebio', 'Marines', 'Ito Ito no Mi', 'dwarves', 'SMILE Factory', 'Kyros', 'Luffy', 'Cavendish']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_753,Chapter 753 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
754,Making Acquaintance,お見知り置きを,,,76,,"July 28, 2014",2014 Issue 35,17,"Kins greatest mistake was to allow so many strong fighters from different countries to arrive on Dressrosa sowing the seeds of his downfall, and the only way to stop Birdcage was to kill Doflamingo. Once they reached the third level, the group ran into several giant puppet soldiers blocking their path to level four. On the Pica statue, the duel between Pica and Zoro was interrupted by the arrival of Robin 's group who asked him to defeat Pica so that they can meet Luffy at level four.",[],"[""Kin'emon"", 'Kanjuro', 'ability', 'Cavendish', 'Luffy', 'Doflamingo', 'Pica', 'Zoro', 'Robin']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_754,Chapter 754 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
755,A Man's World,男の世界,,,76,,"August 4, 2014",2014 Issue 36,17,"At the trash heap, Kanjuro helped the trapped citizens and soldiers by drawing crude ladders towards the surface. At the SMILE factory, the dwarves are trying to unlock the door before the factory manager Kyuin stops them. But Franky manages to open the door after lying to Senor Pink of an old lady in distress, distracting him.",[],"['Kanjuro', 'Kyuin', 'Maujii']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_755,Chapter 755 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
756,The Fourth Step,4段目,,,76,,"August 11, 2014",2014 Issue 37-38,19,"While Viola is looking for the princessemon and Kanjuro arrive at her location. Usopp warns them of the mob coming after them, but Kanjuro has made things worse by drawing a net for the citizens to climb. Finally, Viola discovered Mansherry s group is now fighting against the giant nutcrackers, but they are interrupted by Bartolomeo and Robin, who plummet to the ground.",[],"['Viola', ""Kin'emon"", 'Kanjuro', 'Usopp', 'Mansherry', 'Leo', 'Scarlett', 'Gladius', 'Robin', 'Bartolomeo', 'Rebecca', 'Sugar']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_756,Chapter 756 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
757,Trump Card,切り札,,,76,,"August 25, 2014",2014 Issue 39,17,"Gladius first attacks with multiple rupture balls sent at Luffy, but Bartolomeo blocks them with a large barrier, which he then converts into a long staircase towards the 4th level. As Luffy climbs the stairs, Gladius attacks him again but Bartolomeo takes it head on, leaving him injured. Robin thanks him for helping Luffy since the Straw Hats always knew Luffy as their winning trump card.",[],[],[],[],[],https://onepiece.fandom.com/wiki/Chapter_757,Chapter 757 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
758,Just Keep Going,構わず進め,,,76,,"September 1, 2014",2014 Issue 40,17,"Diamante recovers from Kyross insight, he prepares to fire the special shot prepared with Kanjuros aura and fires before the Dressrosa citizens caught him and everyone else with him. Viola watches as the shot successfully reaches Sugar where it takes the shape of Usopp's face which first defeated Sugar, scaring her again into unconsciousness. With the last obstacle gone, Luffy and Law finally reached Doflamingo himself.",[],[],[],[],[],https://onepiece.fandom.com/wiki/Chapter_758,Chapter 758 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
759,Secret Plan,秘策,,,76,,"September 8, 2014",2014 Issue 41,17,"The battle between Robin s decision to help a former enemy like Bellamy, but Luffy tells him that past is behind him. Doflamingo then berates Bellamy calling him a lowlife. Angered, Luffy tries to kick Doflamingo but hits Bellamy instead when the Shichibukai uses him like a shield.",[],"['Robin', 'toys', 'Sugar', 'Doflamingo', 'Luffy', 'Bellamy', 'string clone', 'Shichibukai', 'switches with Doflamingo', 'Red Hawk', 'Trebol', 'Radio Knife']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_759,Chapter 759 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
760,The Same Bet,同じ賭け,,,76,,"September 13, 2014",2014 Issue 42,13,"On the streets of Dressrosa, Sabo is being scolded by Koala for fighting an Marine Admiral since it will attract unwanted attention to the Revolutionaries. Usopp and the others at the Plateau are released by the citizens since the people are confused at all of the chaos. They beg to their former king for help, but Riku tells them to trust Luffy to overthrow Doflamingo.",[],"['Dressrosa', 'Sabo', 'Koala', 'Marine', 'Admiral', 'Usopp', 'Riku', 'Luffy', 'Doflamingo', 'Fujitora', 'Trebol', 'Bellamy']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_760,Chapter 760 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
761,The Op-Op Fruit,オペオペの実,,,76,,"September 22, 2014",2014 Issue 43,15,The Marines are having difficulty maintaining order in the streets of Dressrosa as they deal with rampaging animals and pillaging pirates as well as the absence of Admiral Fujitora. Luffy is struggling against a Doflamingo clone and a controlled Bellamy while Law questions Doflamingos Ope Ope no Mi with its power to give eternal life at the cost of the users crew. Law learned the hard way that Corazon hates children when he was thrown out the window.,[],"['Marines', 'Dressrosa', 'animals', 'pirates', 'Admiral', 'Fujitora', 'Luffy', 'controlled', 'Bellamy', 'CP0', 'World Government', 'World Nobles']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_761,Chapter 761 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
762,The White Town,白い町,,,76,,"October 6, 2014",2014 Issue 45,17,"It has been over a week since Trafalgar Law joined the Donquixote Pirates and still stays despite Corazon 's brutal methods. Law is then revealed to be a survivor of Flevance, a once prosperous country that no longer exists and that he escaped under a pile of corpses. While the Donquixote Pirates continue their raids, Baby 5 asks Gladius of the kingdom Law was part of and he reveals its history.",[],"['Trafalgar Law', 'Donquixote Pirates', 'Corazon', 'Flevance', 'Baby 5', 'Gladius', 'Amber Lead', 'World Government', 'Buffalo', 'Doflamingo']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_762,Chapter 762 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
763,Declaration of Humanity,人間宣言,,,76,,"October 11, 2014",2014 Issue 46,17,"Doflamingo has a nightmare of the suffering his family had endured after they renounced their status, but wakes up at the sound of a Den Den Mushi ringing. He then remembers the time his father gave up the Celestial Dragon status and moved the family to a northern country, but their stay turned to a fight for survival when the locals were discovered to carry a deep hatred for the World Nobles. Law is then brought in front of Doflamingo who then declares Law to become an official member of the Donquixote Pirates.",[],"['Doflamingo', 'Den Den Mushi', 'Celestial Dragon', 'Law', 'Donquixote Pirates', 'Devil Fruit', 'Corazon', 'Buffalo', 'Baby 5']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_763,Chapter 763 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
764,White Monster,ホワイトモンスター,,,77,,"October 20, 2014",2014 Issue 47,19,"Law was surprised at the fact that Corazon has kept up his mute charade from his own crew and that Corazon was also a Devil Fruit user. Corazon warns Law that Doflamingo is a monster and Law will become one if he continues to follow the same path, but Law argues that he will still die soon and rushes to tell Doflamingo. Corazon tries to stop him but was surprised that Law didns illness.",[],"['Law', 'Corazon', 'Devil Fruit', 'Doflamingo', 'Marine Headquarters', 'Admiral', 'Sengoku', 'Vergo', 'G-5', 'pirates', 'Amber Lead', 'poisoning']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_764,Chapter 764 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
765,"Minion, the Isle of Fate",運命の島ミニオン,,,77,,"October 27, 2014",2014 Issue 48,17,"Corazon and Law were contacted by Doflamingo, who asked them to return to him since he is planning to steal the Ope Ope no Mi from a secret trade guarded by the World Government, and intends to make Corazon eat it. After he hung up, Corazon rejoices with Law that the Ope Ope no Mi is the absolute cure to Law's illness and plans to give the Devil Fruit to Law by stealing it before Doflamingo does. Corazon calls Sengoku and confirms the dealing before requesting information of the trade location.",[],"['Corazon', 'Law', 'Doflamingo', 'Ope Ope no Mi', 'World Government', 'Devil Fruit', 'Sengoku', 'Admiral', 'Donquixote Pirates', 'Minion Island', 'Nagi Nagi no Mi', 'pirate']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_765,Chapter 765 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
766,Smile,スマイル,,,77,,"November 10, 2014",2014 Issue 50,17,"Donquixote Rosinante retrieves the Ope Ope no Mi and gives it to Law, forcing it down his throat. Rosinante falls, beaten and bloody, but gives Law a letter to give to a nearby Marine ship. He runs and gives the letter to the Marine, Vergo, then immediately brings Vergo to Rosinante.",[],"['Donquixote Rosinante', 'Ope Ope no Mi', 'Law', 'Marine', 'Vergo', 'Doflamingo', 'his crew', 'Minion Island', 'Birdcage']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_766,Chapter 766 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
767,Cora,コラさん,,,77,,"November 17, 2014",2014 Issue 51,17,A glimpse of the Donquixote Familys criminal activities. He lied to them that Law is out of the cage and in Marine hands which they believed to be true as they heard of a boy in their custody. Law could do nothing but listen helplessly as Doflamingo kills his own brother in cold blood over giving the fruit to Law.,[],[],[],[],[],https://onepiece.fandom.com/wiki/Chapter_767,Chapter 767 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
768,The Trigger That Day,あの日の引鉄,,,77,,"November 22, 2014",2014 Issue 52,15,"Law clashes with Doflamingo, and asks him about the Luffy and the D. Doflamingo dismisses the legends surrounding the name as mere superstition. Law then reveals to Doflamingo that he is a D.",[],"['Law', 'Doflamingo', 'Luffy', 'D', 'Viola', 'Kyros', 'Diamante', 'Leo', 'Mansherry', 'Corrida Colosseum', 'Donquixote Pirates', 'Corazon']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_768,Chapter 768 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
769,Bellamy the Pirate,海賊ベラミー,,,77,,"December 1, 2014",2015 Issue 1,17,"Law and Doflamingo are still fighting, with Law using his powers to throw part of the castle. Doflamingo blocks it with his Kumo no Sugaki attack and grabs Law. He states that if Law wanted him dead, he should have pitted him against Kaido, rather than let his emotions get in the way.",[],"['Law', 'Doflamingo']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_769,Chapter 769 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
770,The Spear of Elbaph,エルバフの槍,,,77,,"December 15, 2014",2015 Issue 3,17,"Luffy yells at Bellamy for still siding with Doflamingo, but Bellamy ignores him and uses his Devil Fruit powers to punch him with a Haki-imbued fist, causing Luffy to cough out blood. Meanwhile Zoro and Pica continue fighting, with Pica continuing to get larger. Some of Picas Plateau and laughs at Zoro, which causes the latter to make fun of him again due to Picas habitation of the King's Plateau causes him to interrupt the fight between the Colosseum combatants and the Donquixote executives.",[],[],[],[],[],https://onepiece.fandom.com/wiki/Chapter_770,Chapter 770 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
771,"Sai, Don of the Happosui Army",八宝水軍 首領 ・サイ,,,77,,"December 22, 2014",2015 Issue 4-5,19,"Zoro and Pica continue battling, and Elizabello II comes to help the former. However, Zoro realizes Pica is aiming at something else. Meanwhile, Lao G beats up Chinjao, while Baby 5 continues her romantic banter with Sai, still thinking Sai is in love with her.",[],"['Niho Navy', 'daughter']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_771,Chapter 771 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
772,Cabbage & Lomeo,キャベツ & ロメオ,,,77,,"January 5, 2015",2015 Issue 6-7,17,"At the Flower fields Kyros continues his fight with Diamante while refusing to allow his daughter to fight ever again. At the third level, Sai checks on his grandfather while Baby 5 is more focused on her engagement. Meanwhile, Cavendish and Bartolomeo continue fighting against Gladius and his henchmen, but the two are less than capable of getting along with each other.",[],[],[],[],[],https://onepiece.fandom.com/wiki/Chapter_772,Chapter 772 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
773,Half 'n Half,ハーフ & ハーフ,,,77,,"January 19, 2015",2015 Issue 8,19,"Hakuba cuts down Dellinger and the other guards, then attacks Robin, although she easily stops him. Cavendish and Hakuba then have an internal battle for control, resulting in a split face. Gladius attempts to take out Robin and Cavendish/Hakuba, but Bartolomeo attacks him.",[],"['Hakuba', 'Dellinger', 'Robin', 'Gladius', 'Bartolomeo', 'Rebecca', 'Diamante']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_773,Chapter 773 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
774,"Leo, Captain of the Tontatta Warriors",トンタッタ族戦士長 レオ,,,77,,"January 26, 2015",2015 Issue 9,15,"Robin promises to protect Rebecca in Kyros ' stead as the former Gladiator prepares to unleash his wrath on Diamante. On the third level, Bartolomeo notices some soldiers carrying the unconscious form of Gladius but lets them go, knowing that he is going to be unconscious for a few days. Leo and his companions are fighting their way into the palace to save Princess Mansherry from her captivity as she is currently being forced to heal the defeated Donquixote Executives by Giolla.",[],"['Robin', 'Rebecca', 'Kyros', 'Diamante', 'Bartolomeo', 'Gladius', 'Leo', 'Princess', 'Mansherry', 'Donquixote Executives', 'Giolla', 'Viola']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_774,Chapter 774 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
775,To Russian With Love,ルシアンに愛を込めて,,,77,,"February 2, 2015",2015 Issue 10,19,"Leo, Mansherry, and Kabu escape the palace, but Giolla tries, and fails, to inform Doflamingo that Mansherry has been taken, making their back up plan, of using her power to rebuild the SMILE Factory if it is destroyed, invalid. Meanwhile, Franky and Senor Pink continue their brutal battle, and Senor Pink uses his ultimate move, saying if Franky still stands afterwards he will win. Franky still stands, and defeats Senor Pink.",[],"['Leo', 'Mansherry', 'Kabu', 'Giolla', 'Doflamingo', 'SMILE Factory', 'Franky', 'Senor Pink', 'Russian', 'Gimlet']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_775,Chapter 775 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
776,Hero of the Coliseum,コロシアムの英雄,,,78,,"February 16, 2015",2015 Issue 12,19,"The dwarves charge into the SMILE Factory as Franky collapses from his injuries. Meanwhile, Kyros battles Diamante as Robin protects Rebecca. However, Diamante uses the move  to make spiked steel balls rain down on the Flower Field.",[],"['dwarves', 'SMILE Factory', 'Franky', 'Kyros', 'Diamante', 'Robin', 'Rebecca']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_776,Chapter 776 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
777,Zolo vs. Pica,ゾロ vs. ピーカ,,,78,,"February 23, 2015",2015 Issue 13,19,"Kyros defeats Diamante, and Viola tells the news to the others. Kyros and Rebecca then remember Scarlett at her grave. However, Pica is avoiding Zoro to prey on Kyros and the other injured Colosseum gladiators.",[],"['Kyros', 'Diamante', 'Viola', 'Rebecca', 'Scarlett', 'Pica', 'Zoro']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_777,Chapter 777 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
778,Tactics No. 5,TACTICS No.5,,,78,,"March 2, 2015",2015 Issue 14,19,Pica confronts Riku Doldo III over the former kings stone body.,[],"['Pica', 'Riku Doldo III', 'Orlumbus', 'Roronoa Zoro']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_778,Chapter 778 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
779,His Final Battle,最期のケンカ,,,78,,"March 9, 2015",2015 Issue 15,19,"Citizens and fighters around the country react to Pica s name in anguish. Doflamingo, however, has a shock in store for him.",[],"['Pica', 'Mansherry', 'Kyros', 'SMILE Factory', 'dwarves', 'Sabo', 'Luffy', 'Bellamy', 'Doflamingo']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_779,Chapter 779 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
